id,name
100137047,JMJD7
100137049,PLA2G4B
10014,HDAC5
100141515,C17orf99
100142659,CTAGE8
100144595,LOC100144595
100144748,KLLN
100144878,LRRC53
10015,PDCD6IP
10016,PDCD6
100169851,PATE3
10017,BCL2L10
100170229,SRRM5
100170765,ERICH4
100170841,C17orf96
100174949,TRIM59-IFT80
10018,BCL2L11
100187907,TRAP
100188893,TOMM6
10019,SH2B3
100190949,C5orf52
100191040,C2CD4D
100192455,FASA
1002,CDH4
10020,GNE
10021,HCN4
10022,INSL5
10023,FRAT1
10024,TROAP
10025,MED16
10026,PIGK
100271715,ARHGEF33
100271846,ERVV-2
100271849,MEF2B
100271927,RASA4B
100272147,CMC4
100286963,DEFB109
100287013,FAM86KP
100287036,LOC100287036
100287144,USP17L10
100287171,WASH1
100287178,USP17L11
100287205,USP17L12
100287226,ZNF729
100287238,USP17L13
100287284,MANSC4
100287290,LOC100287290
100287294,LOC100287294
100287327,USP17L17
100287362,PRSS46
100287364,USP17L18
100287387,LOC100287387
100287399,POTEB2
100287404,USP17L19
100287441,USP17L20
100287477,LOC100287477
100287478,USP17L21
100287482,SMKR1
100287513,USP17L22
100287718,ANKRD66
100287798,FAM197Y8
100287823,LOC100287823
100287837,LOC100287837
100287859,FAM197Y6
100287898,TTC34
100287932,TIMM23
100287979,TTTY13C
100288072,SDR42E2
100288142,NBPF20
100288287,KRTAP22-2
100288315,LOC100288315
100288323,KRTAP21-3
100288332,NPIPA5
100288336,LOC100288336
100288413,ERVMER34-1
100288465,FAM197Y10
100288485,MTRNR2L7
100288520,USP17L15
100288524,WI2-2373I1.2
100288562,LOC100288562
100288675,LOC100288675
100288687,DUX4
100288695,LIMS3L
100288797,TMEM239
100288801,FRG2C
100288814,CLDN34
100288908,LOC100288908
100288960,PRSS43
100288966,LOC100288966
100289009,LOC100289009
100289058,LOC100289058
100289087,TSPY10
100289097,LOC100289097
100289151,DCLRE1CP1
100289187,GS1-259H13.2
100289265,FAM197Y1
100289269,LOC100289269
100289279,LOC100289279
100289462,DEFB4B
100289561,LOC100289561
100289635,ZNF605
100289678,ZNF783
100291323,LOC100291323
100293516,ZNF587B
100293534,C4B_2
100293704,LOC100293704
100294341,LOC100294341
100294391,LOC100294391
1003,CDH5
100302652,GPR75-ASB3
100302736,TMED7-TICAM2
100303755,PET117
100310812,SPDYE2B
100310846,ANKRD61
100316904,SAP25
100329135,TRPC5OS
10036,CHAF1A
10038,PARP2
100381270,ZBED6
10039,PARP3
1004,CDH6
10040,TOM1L1
10042,HMGXB4
100423062,IGLL5
10043,TOM1
100431172,KLRF2
10044,SH2D3C
10045,SH2D3A
10046,MAMLD1
100462977,MTRNR2L1
100462981,MTRNR2L2
100462983,MTRNR2L3
100463285,MTRNR2L4
100463289,MTRNR2L5
100463482,MTRNR2L6
100463486,MTRNR2L8
100463487,MTRNR2L9
100463488,MTRNR2L10
10047,CST8
10048,RANBP9
10049,DNAJB6
100499483,CCDC180
1005,CDH7
10050,SLC17A4
100500938,CCDC179
100505385,IQCJ-SCHIP1
100505478,LOC100505478
100505502,LOC100505502
100505549,LOC100505549
100505555,LOC100505555
100505570,LOC100505570
100505573,INAFM2
100505591,LRRC3C
100505679,UBE2Q2L
100505724,KRTAP9-7
100505741,SPATA1
100505753,KRTAP16-1
100505767,SPDYE18
100505797,LOC100505797
100505841,LOC100505841
100505877,UBE2E2-AS1
100505993,TMEM210
100506012,PPP5D1
100506013,APELA
100506049,LRRC72
100506084,ARL17B
100506115,LINC01272
100506127,LOC100506127
100506144,ZMYM6NB
100506164,HSFX1
100506217,LOC100506217
100506242,LOC100506242
100506243,KRBOX1
100506248,LOC100506248
100506374,LOC100506374
100506388,LOC100506388
100506422,LOC100506422
100506504,LOC100506504
100506514,LOC100506514
100506562,LOC100506562
100506564,THEGL
100506571,LOC100506571
100506581,C16orf95
100506627,DCDC5
100506650,C17orf112
100506658,OCLN
100506667,LOC100506667
100506718,LOC100506718
100506736,SLFN12L
100506742,CASP12
100506888,TCEB3CL2
100506922,LOC100506922
100506944,LOC100506944
100507003,GFY
100507027,MRLN
100507050,TPBGL
100507055,LRCOL1
100507096,GIMD1
100507170,CT47A12
100507203,SMLR1
100507221,LOC100507221
100507249,C8orf17
100507290,ZNF865
100507341,SMIM18
100507421,TMEM178B
100507436,MICA
100507462,LOC100507462
100507483,LOC100507483
100507494,LOC100507494
100507507,LOC100507507
100507527,THEG5
100507588,TGFBR3L
100507607,NPIPB9
100507608,KRTAP9-6
100507650,RNF212B
100507679,MUC22
100507703,LOC100507703
100507747,LOC100507747
100508689,LOC100508689
100509072,LOC100509072
100509091,LOC100509091
100509620,LOC100509620
10051,SMC4
100510707,TBC1D3J
10052,GJC1
100526664,LY75-CD302
100526693,ARPC4-TTLL3
100526694,MSANTD3-TMEFF1
100526737,RBM14-RBM4
100526739,APITD1-CORT
100526740,ATP5J2-PTCD1
100526761,CCDC169-SOHLH2
100526767,RNF103-CHMP3
100526772,TMEM110-MUSTN1
100526773,EPPIN-WFDC6
100526783,C15orf38-AP3S2
100526794,NT5C1B-RDH14
100526832,PHOSPHO2-KLHL23
100526835,FPGT-TNNI3K
100526842,RPL17-C18orf32
100527943,TGIF2-C20orf24
100527949,GIMAP1-GIMAP5
100527963,PMF1-BGLAP
100527978,TMEM56-RWDD3
100528017,SAA2-SAA4
100528020,FAM187A
100528021,ST20-MTHFS
100528030,POC1B-GALNT4
100528032,KLRC4-KLRK1
100528062,ARMCX5-GPRASP2
100528064,NEDD8-MDP1
100529063,BCL2L2-PABPN1
100529097,RPL36A-HNRNPH2
100529141,LGTN
100529144,CORO7-PAM16
100529215,ZNF559-ZNF177
100529239,RPS10-NUDT3
100529240,ZNF816-ZNF321P
100529241,HSPE1-MOB4
100529251,CKLF-CMTM1
100529257,SYNJ2BP-COX16
100529261,CHURC1-FNTB
10053,AP1M2
100532726,NDUFC2-KCTD14
100532727,DDX11L12
100532731,COMMD3-BMI1
100532736,MINOS1-NBL1
100533105,C8orf44-SGK3
100533106,ZHX1-C8orf76
100533177,KRTAP29-1
100533178,PRORY
100533181,FXYD6-FXYD2
100533183,ZNF664-FAM101A
100533467,BIVM-ERCC5
100533496,TVP23C-CDRT4
100533952,RBAK-RBAKDN
100533997,MAGEA10-MAGEA5
100534012,TNFAIP8L2-SCNM1
100534592,URGCP-MRPS24
100534599,ISY1-RAB43
10054,UBA2
10055,SAE1
10056,FARSB
10057,ABCC5
10058,ABCB6
10059,DNM1L
1006,CDH8
10060,ABCC9
10061,ABCF2
10062,NR1H3
10063,COX17
100631383,FAM47E-STBD1
100652748,TIMM23B
100652758,LOC100652758
100652775,HP11026
100652777,LOC100652777
100652807,LOC100652807
100652824,KIAA2012
100652833,LOC100652833
100652871,LOC100652871
100652894,LOC100652894
100652901,LOC100652901
100653049,LOC100653049
100653061,LOC100653061
100653133,LOC100653133
100653515,CEP295NL
10066,SCAMP2
10067,SCAMP3
10068,IL18BP
10069,RWDD2B
1007,CDH9
10071,MUC12
10072,DPP3
10073,SNUPN
10075,HUWE1
10076,PTPRU
10077,TSPAN32
10078,TSSC4
10079,ATP9A
1008,CDH10
10081,PDCD7
10082,GPC6
100820829,MYZAP
10083,USH1C
10084,PQBP1
10085,EDIL3
10086,HHLA1
100861412,FSBP
100861437,NARR
100861519,GDNF-AS1
100861540,CYP3A7-CYP3A51P
100862671,TMEM265
100862847,USP17L
10087,COL4A3BP
100873985,MED14OS
100885848,PTGES3L
100885850,PTGES3L-AARSD1
100887824,DDX11L11
10089,KCNK7
1009,CDH11
10090,UST
100913187,APOBEC3A_B
10092,ARPC5
10093,ARPC4
10094,ARPC3
10095,ARPC1B
10096,ACTR3
10097,ACTR2
10098,TSPAN5
10099,TSPAN3
100996273,LOC100996273
100996274,LOC100996274
100996318,LOC100996318
100996331,POTEB
100996335,LOC100996335
100996337,LOC100996337
100996365,LOC100996365
100996379,LOC100996379
100996401,LOC100996401
100996413,LOC100996413
100996414,LOC100996414
100996415,LOC100996415
100996420,DNM1P50
100996442,LOC100996442
100996461,LOC100996461
100996485,C5orf66
100996556,CA15P3
100996571,CYYR1-AS1
100996573,LOC100996573
100996574,LOC100996574
100996598,LOC100996598
100996631,TCP11X1
100996634,LOC100996634
100996637,LOC100996637
100996643,LOC100996643
100996648,TCP11X2
100996664,LOC100996664
100996693,LOC100996693
100996701,LOC100996701
100996709,LOC100996709
100996713,LOC100996713
100996720,LOC100996720
100996721,LOC100996721
100996724,LOC100996724
100996738,HERC2P11
100996746,SPDYE11
100996747,LOC100996747
100996750,LOC100996750
100996758,CH17-360D5.1
100996761,LOC100996761
100996763,LOC100996763
100996792,LOC100996792
100996813,LOC100996813
100996928,C7orf55-LUC7L2
100996939,PYURF
101,ADAM8
1010,CDH12
10100,TSPAN2
10101,NUBP2
10102,TSFM
10103,TSPAN1
10105,PPIF
101059906,LOC101059906
101059914,LOC101059914
101059915,LOC101059915
101059918,GOLGA8R
101059935,LOC101059935
101059938,NPIPA7
101059953,NPIPA8
10106,CTDSP2
101060017,LOC101060017
101060022,LOC101060022
101060024,LOC101060024
101060026,LOC101060026
101060160,DDTP1
101060171,ARMC4P1
101060179,LOC101060179
101060181,LOC101060181
101060200,ZNF891
101060211,CT45A7
101060226,NBPF19
101060233,LOC101060233
101060254,LOC101060254
101060256,LOC101060256
101060275,LOC101060275
101060301,HNRNPCL4
101060321,LOC101060321
101060328,LOC101060328
101060341,LOC101060341
101060351,TBC1D3K
101060376,TBC1D3L
101060386,LOC101060386
101060389,LOC101060389
101060391,LOC101060391
101060399,LOC101060399
101060400,LOC101060400
101060405,LOC101060405
101060442,LOC101060442
101060443,LOC101060443
101060445,LOC101060445
101060458,LOC101060458
101060521,LOC101060521
101060569,LOC101060569
101060580,LOC101060580
101060581,LOC101060581
101060588,LOC101060588
101060596,LOC101060596
101060604,LOC101060604
101060684,NBPF26
101060689,LOC101060689
101060696,LOC101060696
101060825,LOC101060825
10107,TRIM10
10109,ARPC2
10110,SGK2
10111,RAD50
10112,KIF20A
10113,PREB
10114,HIPK3
10116,FEM1B
10117,ENAM
101180976,IFNL4
1012,CDH13
10120,ACTR1B
10121,ACTR1A
10123,ARL4C
101234261,LSINCT5
10124,ARL4A
101241878,USP17L23
101243544,ERCC6-PGBD3
10125,RASGRP1
10126,DNAL4
10127,ZNF263
10128,LRPPRC
10129,FRY
1013,CDH15
10130,PDIA6
10131,TRAP1
10133,OPTN
10134,BCAP31
10135,NAMPT
10136,CELA3A
101362076,GVQW1
10137,RBM12
10138,YAF2
10139,ARFRP1
1014,CDH16
10140,TOB1
10142,AKAP9
10143,CLEC3A
10144,FAM13A
10146,G3BP1
10147,SUGP2
10148,EBI3
10149,ADGRG2
1015,CDH17
10150,MBNL2
10152,ABI2
10153,CEBPZ
10154,PLXNC1
10155,TRIM28
10156,RASA4
10157,AASS
10158,PDZK1IP1
10159,ATP6AP2
1016,CDH18
10160,FARP1
10161,LPAR6
10162,LPCAT3
10163,WASF2
10164,CHST4
10165,SLC25A13
10166,SLC25A15
10168,ZNF197
10169,SERF2
1017,CDK2
10170,DHRS9
10171,RCL1
10172,ZNF256
10174,SORBS3
10175,CNIH1
10178,TENM1
10179,RBM7
1018,CDK3
10180,RBM6
10181,RBM5
10184,LHFPL2
10186,LHFP
10188,TNK2
10189,ALYREF
1019,CDK4
10190,TXNDC9
101926982,LOC101926982
101927016,LOC101927016
101927029,LOC101927029
101927147,LOC101927147
101927160,LOC101927160
101927216,LOC101927216
101927245,LOC101927245
101927250,LOC101927250
101927254,LOC101927254
101927260,LOC101927260
101927262,LOC101927262
101927322,LOC101927322
101927345,LOC101927345
101927353,LOC101927353
101927375,LOC101927375
101927376,LOC101927376
101927401,LOC101927401
101927402,LOC101927402
101927403,LOC101927403
101927420,LOC101927420
101927423,PANO1
101927435,LOC101927435
101927469,LOC101927469
101927503,LOC101927503
101927506,LOC101927506
101927509,LOC101927509
101927546,ANO7P1
101927562,LOC101927562
101927572,LOC101927572
101927579,LOC101927579
101927581,CCDC182
101927601,GOLGA6L19
101927628,LOC101927628
101927655,ZASP
101927681,LOC101927681
101927685,LOC101927685
101927751,LOC101927751
101927763,LOC101927763
101927764,LOC101927764
101927767,LOC101927767
101927789,LOC101927789
101927824,LOC101927824
101927844,LOC101927844
101927853,LOC101927853
101927855,LOC101927855
101927859,LOC101927859
101927955,LOC101927955
101927989,LOC101927989
101927998,LOC101927998
101928021,LOC101928021
101928039,LOC101928039
101928042,LOC101928042
101928058,LOC101928058
101928093,LOC101928093
101928108,LOC101928108
101928120,LOC101928120
101928147,C21orf140
101928193,LOC101928193
101928195,LOC101928195
101928208,LOC101928208
101928242,LOC101928242
101928268,LOC101928268
101928291,LOC101928291
101928318,LOC101928318
101928343,LOC101928343
101928344,LOC101928344
101928422,LOC101928422
101928433,LOC101928433
101928436,LOC101928436
101928448,C5orf67
101928451,LOC101928451
101928468,LOC101928468
101928481,LOC101928481
101928499,LOC101928499
101928527,PIGBOS1
101928548,LOC101928548
101928552,LOC101928552
101928566,TBC1D3P6
101928587,LOC101928587
101928589,LOC101928589
101928592,LOC101928592
101928596,LOC101928596
101928601,MEI4
101928603,C6orf229
101928621,LOC101928621
101928631,LOC101928631
101928635,LOC101928635
101928638,PRR31
101928675,LOC101928675
101928722,LOC101928722
101928726,LOC101928726
101928728,LOC101928728
101928764,LOC101928764
101928793,LOC101928793
101928841,LOC101928841
101928868,LOC101928868
101928870,LOC101928870
101928879,LOC101928879
101928892,LOC101928892
101928917,LOC101928917
101928947,LOC101928947
101928948,LOC101928948
101928991,LOC101928991
101928998,LOC101928998
101929008,LOC101929008
101929060,LOC101929060
101929087,LOC101929087
101929097,LOC101929097
101929141,LOC101929141
101929163,LOC101929163
101929185,LOC101929185
101929206,LOC101929206
101929211,LOC101929211
101929256,LOC101929256
101929301,LOC101929301
101929304,LOC101929304
101929322,LOC101929322
101929355,LOC101929355
101929372,LOC101929372
101929373,LOC101929373
101929400,LOC101929400
101929469,LOC101929469
101929479,LOC101929479
101929490,LOC101929490
101929519,LOC101929519
101929530,LOC101929530
101929536,LOC101929536
101929552,LOC101929552
101929578,LOC101929578
101929583,LOC101929583
101929599,LOC101929599
101929601,LOC101929601
101929605,LOC101929605
101929627,LOC101929627
101929692,LOC101929692
101929728,LOC101929728
101929747,LOC101929747
101929748,LOC101929748
101929766,LOC101929766
101929773,LOC101929773
101929796,LOC101929796
101929798,LOC101929798
101929805,LOC101929805
101929806,LOC101929806
101929815,LOC101929815
101929818,LOC101929818
101929839,LOC101929839
101929870,LOC101929870
101929876,LOC101929876
101929895,LOC101929895
101929901,LOC101929901
101929924,LOC101929924
101929926,LOC101929926
101929927,LOC101929927
101929941,LOC101929941
101929950,LOC101929950
101929959,LOC101929959
101929970,LOC101929970
101929983,LOC101929983
101929989,LOC101929989
101929991,LOC101929991
101929998,LOC101929998
10193,RNF41
101930006,LOC101930006
101930013,LOC101930013
101930023,LOC101930023
101930027,LOC101930027
101930032,LOC101930032
101930047,LOC101930047
101930049,LOC101930049
101930075,LOC101930075
101930085,LOC101930085
101930111,LOC101930111
101930115,LOC101930115
101930119,LOC101930119
101930123,LOC101930123
101930125,LOC101930125
101930145,LOC101930145
101930165,LOC101930165
101930168,LOC101930168
101930169,LOC101930169
101930171,LOC101930171
101930332,LOC101930332
10194,TSHZ1
10195,ALG3
10196,PRMT3
10197,PSME3
10198,MPHOSPH9
10199,MPHOSPH10
102,ADAM10
1020,CDK5
10200,MPHOSPH6
10201,NME6
10202,DHRS2
10203,CALCRL
10204,NUTF2
10205,MPZL2
10206,TRIM13
10207,INADL
10208,USPL1
10209,EIF1
1021,CDK6
10210,TOPORS
10211,FLOT1
10212,DDX39A
10213,PSMD14
10214,SSX3
10215,OLIG2
102157402,AK6
10216,PRG4
10217,CTDSPL
10218,ANGPTL7
10219,KLRG1
1022,CDK7
10220,GDF11
10221,TRIB1
10223,GPA33
10224,ZNF443
10225,CD96
10226,PLIN3
10227,MFSD10
10228,STX6
102288414,C11orf98
10229,COQ7
10231,RCAN2
10232,MSLN
10233,LRRC23
10234,LRRC17
10235,RASGRP2
10236,HNRNPR
10237,SLC35B1
10238,DCAF7
10239,AP3S2
1024,CDK8
10240,MRPS31
10241,CALCOCO2
10242,KCNMB2
10243,GPHN
10244,RABEPK
10245,TIMM17B
10246,SLC17A2
10247,HRSP12
10248,POP7
10249,GLYAT
1025,CDK9
10250,SRRM1
10251,SPRY3
10252,SPRY1
10253,SPRY2
10254,STAM2
10256,CNKSR1
10257,ABCC4
1026,CDKN1A
10260,DENND4A
10261,IGSF6
10262,SF3B4
10263,CDK2AP2
10265,IRX5
10266,RAMP2
10267,RAMP1
10268,RAMP3
10269,ZMPSTE24
1027,CDKN1B
10270,AKAP8
10272,FSTL3
102723316,LOC102723316
102723330,LOC102723330
102723360,LOC102723360
102723382,LOC102723382
102723383,LOC102723383
102723390,LOC102723390
102723415,LOC102723415
102723418,LOC102723418
102723422,LOC102723422
102723451,LOC102723451
102723456,LOC102723456
102723475,LOC102723475
102723502,LOC102723502
102723503,LOC102723503
102723532,LOC102723532
102723534,LOC102723534
102723547,CSAG2
102723553,LOC102723553
102723555,SPDYE16
102723566,LOC102723566
102723613,LOC102723613
102723623,LOC102723623
102723631,CT45A10
102723643,LOC102723643
102723655,LOC102723655
102723665,LOC102723665
102723680,CT45A9
102723713,LOC102723713
102723722,LOC102723722
102723727,LOC102723727
102723728,LOC102723728
102723730,LOC102723730
102723737,CT45A8
102723743,LOC102723743
102723750,LOC102723750
102723780,LOC102723780
102723796,LOC102723796
102723805,LOC102723805
102723822,LOC102723822
102723849,SPDYE17
102723859,LOC102723859
102723872,LOC102723872
102723886,LOC102723886
102723888,LOC102723888
102723891,LOC102723891
102723897,LOC102723897
102723899,LOC102723899
102723912,LOC102723912
102723930,LOC102723930
102723936,LOC102723936
102723955,LOC102723955
102723971,LOC102723971
102723981,LOC102723981
102723996,LOC102723996
102724014,LOC102724014
102724017,LOC102724017
102724023,LOC102724023
102724052,LOC102724052
102724062,LOC102724062
102724064,LOC102724064
102724101,LOC102724101
102724123,LOC102724123
102724127,LOC102724127
102724135,LOC102724135
102724159,LOC102724159
102724164,LOC102724164
102724175,LOC102724175
102724179,LOC102724179
102724183,LOC102724183
102724184,LOC102724184
102724187,LOC102724187
102724197,LOC102724197
102724200,LOC102724200
102724205,LOC102724205
102724207,LOC102724207
102724219,LOC102724219
102724229,LOC102724229
102724235,LOC102724235
102724237,LOC102724237
102724250,LOC102724250
102724258,LOC102724258
102724279,LOC102724279
102724334,LOC102724334
102724356,LOC102724356
102724371,LOC102724371
102724378,LOC102724378
102724385,LOC102724385
102724398,CH507-42P11.6
102724404,LOC102724404
102724426,LOC102724426
102724427,LOC102724427
102724428,LOC102724428
102724436,LOC102724436
102724441,LOC102724441
102724446,LOC102724446
102724473,GAGE10
102724474,LOC102724474
102724485,LOC102724485
102724488,LOC102724488
102724536,PRR33
102724560,LOC102724560
102724580,LOC102724580
102724594,LOC102724594
102724610,LOC102724610
102724624,LOC102724624
102724631,POTEB3
102724642,LOC102724642
102724646,LOC102724646
102724652,LOC102724652
102724657,LOC102724657
102724665,LOC102724665
102724668,LOC102724668
102724694,LOC102724694
102724708,LOC102724708
102724728,LOC102724728
102724730,LOC102724730
102724742,LOC102724742
102724751,LOC102724751
102724770,LOC102724770
102724777,LOC102724777
102724782,LOC102724782
102724788,LOC102724788
102724813,LOC102724813
102724823,LOC102724823
102724828,LOC102724828
102724843,LOC102724843
102724844,LOC102724844
102724862,LOC102724862
102724877,LOC102724877
102724904,LOC102724904
102724908,LOC102724908
102724928,LOC102724928
102724951,LOC102724951
102724957,LOC102724957
102724965,LOC102724965
102724970,LOC102724970
102724984,LOC102724984
102724985,LOC102724985
102724988,LOC102724988
102724991,LOC102724991
102724992,LOC102724992
102724993,LOC102724993
102724994,LOC102724994
102724995,LOC102724995
102725001,LOC102725001
102725009,LOC102725009
102725015,LOC102725015
102725016,LOC102725016
102725017,LOC102725017
102725021,LOC102725021
102725022,LOC102725022
102725023,LOC102725023
102725024,LOC102725024
102725029,LOC102725029
102725031,LOC102725031
102725034,LOC102725034
102725035,LOC102725035
102725043,LOC102725043
102725060,LOC102725060
102725070,LOC102725070
102725072,LOC102725072
102725091,LOC102725091
102725092,LOC102725092
102725104,LOC102725104
102725106,LOC102725106
102725117,LOC102725117
102725121,LOC102725121
102725126,LOC102725126
102725138,LOC102725138
102725144,LOC102725144
102725155,LOC102725155
102725179,LOC102725179
102725191,LOC102725191
102725204,LOC102725204
102725205,LOC102725205
102725207,LOC102725207
102725210,LOC102725210
102725236,LOC102725236
102725241,LOC102725241
10273,STUB1
10274,STAG1
10276,NET1
10277,UBE4B
10278,EFS
10279,PRSS16
1028,CDKN1C
10280,SIGMAR1
102800317,LOC400927-CSNK1E
10281,DSCR4
10282,BET1
10283,CWC27
10284,SAP18
10285,SMNDC1
10286,BCAS2
10287,RGS19
10288,LILRB2
10289,EIF1B
1029,CDKN2A
10290,SPEG
10291,SF3A1
10293,TRAIP
10294,DNAJA2
10295,BCKDK
10296,MAEA
10297,APC2
10298,PAK4
10299,MARCH6
103,ADAR
1030,CDKN2B
10300,KATNB1
10302,SNAPC5
10307,APBB3
10308,ZNF267
10309,CCNO
1031,CDKN2C
10311,DSCR3
10312,TCIRG1
10313,RTN3
10314,LANCL1
10316,NMUR1
10317,B3GALT5
10318,TNIP1
10319,LAMC3
1032,CDKN2D
10320,IKZF1
10321,CRISP3
10322,SMYD5
10324,KLHL41
10325,RRAGB
10326,SIRPB1
10327,AKR1A1
10328,EMC8
10329,TMEM5
1033,CDKN3
10330,CNPY2
10331,B3GNT3
10332,CLEC4M
10333,TLR6
103344718,HOTS
